date,home_score,away_score,tournament,neutral,rank_home,total_points_home,rank_change_home,rank_away,total_points_away,rank_change_away,winner,win_score_5last_enc_home,win_score_5last_enc_away,diff_goals_last_enc,avg_goals_last_five_home,avg_goals_last_five_away,win_rate_tournament_home,win_rate_tournament_away
2022-01-28,3,1,0,1,90.0,1255.69,-1.0,110.0,1165.81,0.0,0,0,5,-2,1.4,1.2,0.4,0.6
2022-01-28,1,0,0,0,139.0,1077.57,0.0,162.0,995.94,0.0,0,4,5,-1,2.6,0.8,0.2,0.4
2022-01-28,0,1,2,0,16.0,1607.15,0.0,22.0,1551.15,0.0,1,4,11,1,0.4,1.8,0.4,0.6
2022-01-28,4,1,2,0,59.0,1409.14,0.0,77.0,1324.21,0.0,0,12,3,-2,0.8,2.6,0.2,0.6
2022-01-29,2,0,0,0,142.0,1064.02,0.0,117.0,1151.06,1.0,0,0,5,0,0.6,0.4,0.0,0.2
2022-01-29,1,0,0,0,169.0,972.45,0.0,172.0,964.94,0.0,0,0,0,0,1.0,0.6,0.4,0.2
2022-01-29,4,0,0,0,143.0,1062.21,0.0,170.0,967.42,-1.0,0,7,8,3,1.2,1.6,0.4,0.8
2022-01-29,1,0,3,1,60.0,1397.64,0.0,30.0,1512.72,1.0,0,6,9,2,1.4,1.0,0.8,0.4
2022-01-29,2,0,3,0,50.0,1437.35,0.0,150.0,1049.74,-1.0,0,5,0,2,2.0,0.8,0.8,0.75
2022-01-30,3,0,0,0,164.0,992.31,-2.0,196.0,873.13,2.0,0,14,0,3,2.6,1.2,0.4,0.4
2022-01-30,2,1,3,1,45.0,1451.77,0.0,28.0,1529.93,0.0,0,15,0,-2,0.4,1.8,0.6,1.0
2022-01-30,3,1,3,1,20.0,1561.68,0.0,114.0,1156.78,0.0,0,9,3,1,1.0,0.6,0.8,0.4
2022-01-30,2,0,2,0,40.0,1462.32,0.0,11.0,1648.51,-1.0,0,15,0,0,1.8,1.4,1.0,0.8
2022-01-30,0,0,2,0,14.0,1638.3,0.0,49.0,1437.43,0.0,0,11,4,1,1.4,1.2,0.6,0.6
2022-01-30,3,2,2,0,63.0,1379.34,0.0,57.0,1412.13,0.0,0,10,5,3,1.4,1.0,0.6,0.4
2022-01-30,0,2,2,0,76.0,1332.16,0.0,70.0,1349.47,1.0,1,5,10,0,0.8,0.6,0.0,0.0
2022-02-01,1,0,0,0,91.0,1252.19,1.0,64.0,1375.64,0.0,0,0,0,0,1.4,1.6,0.4,0.2
2022-02-01,0,2,0,0,142.0,1064.02,0.0,117.0,1151.06,1.0,1,4,5,2,0.6,0.2,0.2,0.2
2022-02-01,1,0,0,0,169.0,972.45,0.0,172.0,964.94,0.0,0,5,0,1,1.0,0.4,0.4,0.2
2022-02-01,1,1,0,0,143.0,1062.21,0.0,170.0,967.42,-1.0,0,11,4,4,2.0,1.4,0.6,0.6
2022-02-01,2,1,0,0,139.0,1077.57,0.0,176.0,958.87,0.0,0,3,12,1,1.6,0.8,0.4,0.0
2022-02-01,1,1,2,0,95.0,1233.0,1.0,75.0,1333.03,0.0,1,10,5,0,0.2,0.4,0.2,0.4
2022-02-01,1,0,2,0,21.0,1557.58,0.0,69.0,1350.39,-1.0,0,6,9,1,1.6,1.0,1.0,0.6
2022-02-01,0,2,2,1,86.0,1268.54,1.0,33.0,1507.24,0.0,1,3,12,-1,0.8,2.8,0.0,0.8
2022-02-01,3,1,2,0,98.0,1212.54,-1.0,74.0,1337.33,0.0,0,7,8,-1,0.6,1.4,0.0,0.4
2022-02-01,2,0,2,0,26.0,1531.53,0.0,51.0,1434.71,3.0,0,10,5,-1,1.2,0.6,0.8,0.8
2022-02-01,2,2,2,0,79.0,1306.01,1.0,35.0,1484.88,0.0,1,10,5,-2,1.2,1.8,0.2,0.8
2022-02-01,2,3,2,0,77.0,1324.21,0.0,24.0,1543.42,0.0,1,15,0,-1,2.0,1.0,0.6,0.6
2022-02-01,4,1,2,0,17.0,1596.66,0.0,59.0,1409.14,0.0,0,3,12,0,0.4,1.4,0.2,0.4
2022-02-01,1,0,2,0,5.0,1750.51,0.0,16.0,1607.15,0.0,0,6,9,0,1.4,0.4,0.8,0.4
2022-02-01,1,1,2,0,22.0,1551.15,0.0,46.0,1448.27,0.0,0,0,15,0,2.0,1.6,0.6,0.4
2022-02-01,4,0,2,0,2.0,1826.35,0.0,43.0,1454.52,0.0,0,10,5,2,1.2,0.0,1.0,0.0
2022-02-02,1,3,3,1,60.0,1397.64,0.0,20.0,1561.68,0.0,1,14,1,0,1.0,1.2,0.8,1.0
2022-02-02,3,0,2,0,11.0,1648.51,-1.0,76.0,1332.16,0.0,0,11,4,3,1.0,0.8,0.8,0.0
2022-02-02,0,1,2,0,57.0,1412.13,0.0,49.0,1437.43,0.0,1,10,5,0,1.0,0.8,0.4,0.4
2022-02-02,0,2,2,0,70.0,1349.47,1.0,40.0,1462.32,0.0,1,10,5,-3,0.8,2.2,0.2,1.0
2022-02-02,1,0,2,0,14.0,1638.3,0.0,63.0,1379.34,0.0,0,11,4,0,1.0,1.8,0.6,0.6
2022-02-03,0,0,3,0,50.0,1437.35,0.0,45.0,1451.77,0.0,1,10,5,1,2.2,0.8,1.0,0.8
2022-02-05,3,3,3,0,50.0,1437.35,0.0,60.0,1397.64,0.0,0,8,7,1,1.8,1.0,0.8,0.8
2022-02-06,0,0,3,1,20.0,1561.68,0.0,45.0,1451.77,0.0,0,14,1,1,1.6,0.8,1.0,1.0
2022-03-17,0,2,2,1,190.0,908.0,0.0,142.0,1072.78,1.0,1,12,0,-5,1.2,4.0,0.6,0.6
2022-03-18,0,1,2,1,165.0,990.55,0.0,111.0,1161.66,1.0,1,12,3,0,3.6,1.2,0.4,0.6
2022-03-18,1,2,2,1,153.0,1035.12,0.0,162.0,996.27,1.0,1,7,8,1,2.4,3.2,0.6,0.0
2022-03-18,3,1,0,0,74.0,1325.44,-1.0,88.0,1264.64,0.0,0,0,0,0,0.4,1.2,0.8,0.4
2022-03-19,0,0,0,0,176.0,955.18,4.0,196.0,870.63,-1.0,0,6,9,0,0.4,1.2,0.0,0.4
2022-03-21,1,0,2,1,165.0,990.55,0.0,153.0,1035.12,0.0,0,0,5,0,3.4,2.4,0.2,0.4
2022-03-21,4,0,2,1,111.0,1161.66,1.0,162.0,996.27,1.0,0,9,6,2,1.4,3.2,0.6,0.2
2022-03-23,2,1,0,0,89.0,1263.61,-2.0,104.0,1182.75,0.0,0,8,6,1,0.8,1.6,0.4,0.4
2022-03-23,0,0,0,0,203.0,853.6,0.0,169.0,974.03,1.0,1,0,0,0,0.4,0.4,0.0,0.0
2022-03-23,3,0,0,1,113.0,1158.62,7.0,99.0,1210.07,-15.0,0,0,5,3,0.0,0.6,0.6,0.2
2022-03-23,1,0,0,0,187.0,904.6,0.0,184.0,916.68,0.0,0,9,5,-3,1.0,0.4,0.6,0.2
2022-03-23,2,0,0,1,154.0,1034.53,0.0,129.0,1129.91,1.0,0,1,14,0,0.6,1.2,0.4,0.2
2022-03-23,1,1,0,1,117.0,1151.0,-1.0,114.0,1158.39,1.0,1,5,4,0,0.4,2.6,0.4,0.2
2022-03-23,3,1,0,0,132.0,1118.76,1.0,130.0,1127.2,0.0,0,5,0,-1,0.4,0.6,0.4,0.2
2022-03-23,0,1,0,1,180.0,935.0,0.0,125.0,1135.18,-25.0,1,0,0,0,0.2,0.8,0.0,0.4
2022-03-23,2,4,0,1,192.0,896.62,0.0,168.0,977.81,1.0,1,12,0,-6,0.8,0.4,0.2,0.0
2022-03-23,0,0,0,1,196.0,870.63,-1.0,146.0,1057.62,1.0,1,9,0,-1,1.0,0.6,0.4,0.0
2022-03-23,0,3,0,1,194.0,873.71,0.0,147.0,1054.14,1.0,1,0,0,0,0.8,1.0,0.25,0.0
2022-03-24,1,1,2,0,62.0,1378.62,5.0,70.0,1346.04,0.0,0,12,3,0,0.8,0.6,0.2,0.2
2022-03-24,0,0,2,0,12.0,1647.9,-2.0,13.0,1643.34,2.0,0,6,9,-2,1.2,1.2,0.6,0.8
2022-03-24,1,1,2,0,63.0,1375.56,0.0,78.0,1303.96,2.0,0,7,8,1,1.2,0.4,0.6,0.0
2022-03-24,1,0,2,0,42.0,1464.06,-7.0,33.0,1497.82,-7.0,0,4,11,-1,0.8,1.8,0.6,1.0
2022-03-24,0,3,2,0,95.0,1228.97,0.0,91.0,1251.22,5.0,1,8,7,1,0.4,0.8,0.2,0.0
2022-03-24,1,0,2,1,74.0,1325.44,-1.0,69.0,1353.1,0.0,0,6,9,0,1.0,0.6,0.4,0.6
2022-03-24,2,0,2,0,29.0,1522.85,-4.0,21.0,1572.89,0.0,0,10,5,0,3.0,1.6,0.8,1.0
2022-03-24,1,1,2,1,75.0,1313.81,1.0,53.0,1433.95,2.0,1,8,7,-1,1.0,0.4,0.2,0.6
2022-03-24,0,1,2,0,98.0,1218.55,0.0,79.0,1301.0,0.0,1,7,5,-2,0.8,1.4,0.2,0.2
2022-03-24,0,2,2,0,37.0,1486.86,2.0,23.0,1549.82,-3.0,1,15,0,-1,1.6,1.6,0.8,1.0
2022-03-24,3,1,2,1,142.0,1072.78,1.0,159.0,1014.27,0.0,0,14,1,-3,3.8,1.2,0.6,0.4
2022-03-24,1,2,2,1,162.0,996.27,1.0,165.0,990.55,0.0,1,9,6,0,1.4,2.4,0.2,0.4
2022-03-24,7,1,2,1,111.0,1161.66,1.0,153.0,1035.12,0.0,0,9,6,0,1.8,1.4,0.6,0.4
2022-03-24,3,0,2,0,19.0,1585.89,3.0,76.0,1308.12,-1.0,0,6,9,0,0.4,2.2,0.4,0.4
2022-03-24,4,0,2,0,2.0,1823.42,0.0,26.0,1543.16,2.0,0,14,1,1,2.0,1.4,1.0,0.6
2022-03-24,3,1,2,0,50.0,1440.53,7.0,44.0,1458.63,-2.0,0,15,0,-2,0.0,1.2,0.0,0.4
2022-03-24,1,0,2,0,16.0,1614.05,-1.0,22.0,1563.45,0.0,0,12,3,0,1.2,1.6,0.4,0.8
2022-03-24,0,1,2,0,6.0,1740.77,0.0,67.0,1367.23,0.0,1,4,5,0,1.8,2.4,0.8,0.6
2022-03-24,3,1,2,0,8.0,1660.25,0.0,39.0,1472.72,2.0,0,8,6,-2,2.4,2.4,0.8,0.6
2022-03-24,1,0,2,0,17.0,1588.26,-1.0,31.0,1510.42,-1.0,0,9,3,0,1.2,2.8,0.4,0.6
2022-03-24,2,1,2,0,20.0,1578.01,1.0,30.0,1511.56,-1.0,0,8,7,1,1.8,2.0,0.8,0.6
2022-03-24,1,0,0,0,92.0,1242.24,0.0,72.0,1342.89,0.0,0,9,0,-3,0.6,1.2,0.4,0.6
2022-03-24,1,0,0,0,123.0,1138.4,1.0,179.0,948.96,0.0,0,11,4,1,1.0,1.8,0.4,0.4
2022-03-24,0,1,0,0,41.0,1465.62,2.0,25.0,1547.38,2.0,1,0,9,0,1.8,2.2,0.4,0.8
2022-03-24,5,0,0,0,109.0,1163.05,-2.0,56.0,1418.58,-4.0,0,5,0,2,0.4,1.4,0.6,0.6
2022-03-24,0,4,0,1,145.0,1058.28,1.0,83.0,1282.53,0.0,1,0,0,0,0.8,0.8,0.2,0.6
2022-03-24,2,0,0,0,157.0,1021.58,0.0,186.0,907.83,0.0,0,11,4,-1,1.4,1.0,0.4,0.4
2022-03-24,1,1,0,0,40.0,1471.82,2.0,28.0,1530.62,1.0,1,7,7,0,1.8,2.4,0.2,0.8
2022-03-24,2,0,0,0,112.0,1160.14,-3.0,167.0,982.22,-2.0,0,9,0,7,1.0,0.6,0.4,0.4
2022-03-24,3,0,0,1,126.0,1133.24,2.0,107.0,1173.81,-1.0,0,14,1,1,1.0,0.8,0.6,0.8
2022-03-24,0,0,2,0,106.0,1176.5,-1.0,105.0,1178.65,0.0,1,7,8,1,0.6,0.6,0.2,0.2
2022-03-24,1,2,2,0,181.0,926.85,0.0,120.0,1140.71,1.0,1,1,14,-1,0.8,0.6,0.0,0.0
2022-03-24,3,0,0,0,176.0,955.18,4.0,189.0,903.31,0.0,0,4,5,-1,0.4,0.6,0.2,0.2
2022-03-25,0,1,2,0,38.0,1480.82,-12.0,43.0,1460.93,14.0,1,15,0,2,1.6,1.2,0.8,1.0
2022-03-25,1,1,2,0,66.0,1369.53,2.0,24.0,1547.42,-4.0,1,14,0,0,1.4,1.6,0.8,1.0
2022-03-25,1,0,2,0,34.0,1497.05,-11.0,18.0,1587.78,-2.0,0,13,2,0,0.6,1.6,1.0,1.0
2022-03-25,0,0,2,0,61.0,1381.45,9.0,32.0,1509.91,-4.0,1,9,6,0,0.8,1.4,0.8,0.8
2022-03-25,0,1,2,0,48.0,1446.49,-5.0,36.0,1489.92,6.0,1,10,5,1,1.0,1.0,1.0,0.8
2022-03-25,3,0,2,0,4.0,1766.99,-1.0,58.0,1411.45,-1.0,0,4,11,2,1.0,1.2,0.8,0.2
2022-03-25,1,0,0,0,155.0,1030.28,0.0,139.0,1077.76,1.0,0,0,5,-1,1.0,1.4,0.2,0.4
2022-03-25,0,1,0,0,59.0,1391.19,-2.0,86.0,1269.24,1.0,1,0,0,0,0.8,1.2,0.4,0.4
2022-03-25,6,0,0,1,73.0,1336.88,0.0,191.0,899.52,0.0,0,0,0,0,0.6,0.2,0.6,0.2
2022-03-25,2,1,0,0,131.0,1126.2,-1.0,138.0,1081.24,1.0,0,0,0,0,1.0,1.2,0.6,0.6
2022-03-25,1,3,0,1,97.0,1221.4,0.0,88.0,1264.64,0.0,1,9,6,0,0.8,1.4,0.4,0.4
2022-03-25,2,1,0,0,3.0,1786.15,0.0,51.0,1439.62,-5.0,0,9,0,0,3.4,1.2,0.8,0.6
2022-03-25,1,1,0,1,135.0,1100.03,1.0,143.0,1065.56,1.0,0,0,5,-2,0.8,0.6,0.4,0.2
2022-03-25,1,3,0,0,93.0,1236.45,0.0,54.0,1424.97,0.0,1,5,9,-1,0.8,0.4,0.0,0.6
2022-03-25,1,0,0,0,174.0,958.95,-1.0,121.0,1139.02,1.0,0,10,5,0,0.6,0.8,0.4,0.2
2022-03-25,2,0,0,0,45.0,1455.43,4.0,46.0,1455.36,4.0,0,8,4,-1,1.6,2.4,0.8,0.6
2022-03-25,0,1,0,0,47.0,1453.18,3.0,55.0,1421.99,0.0,1,5,10,0,0.8,1.0,0.6,0.6
2022-03-25,1,2,0,0,210.0,780.33,0.0,137.0,1091.77,1.0,1,7,7,-1,0.0,0.8,0.0,0.2
2022-03-25,0,0,0,1,68.0,1358.24,0.0,81.0,1292.58,0.0,0,0,9,-1,1.2,0.8,0.4,0.6
2022-03-25,1,1,0,1,115.0,1152.56,-1.0,84.0,1279.18,2.0,1,0,0,0,1.4,1.4,0.2,0.4
2022-03-25,9,0,0,0,101.0,1205.99,1.0,163.0,995.94,1.0,0,8,7,2,1.4,0.8,0.4,0.2
2022-03-25,3,1,0,0,85.0,1277.02,1.0,96.0,1228.69,0.0,0,6,8,2,1.8,2.0,0.4,0.6
2022-03-26,3,2,0,1,127.0,1131.72,1.0,113.0,1158.62,7.0,0,8,4,2,1.2,0.6,0.4,0.8
2022-03-26,1,0,0,1,89.0,1263.61,-2.0,141.0,1075.82,1.0,0,0,0,0,1.2,2.4,0.6,0.4
2022-03-26,3,0,0,1,94.0,1233.43,0.0,104.0,1182.75,0.0,0,0,0,0,0.4,1.6,0.2,0.4
2022-03-26,0,0,0,1,130.0,1127.2,0.0,133.0,1118.31,8.0,0,0,0,0,0.8,0.6,0.2,0.0
2022-03-26,1,1,0,1,15.0,1620.74,0.0,64.0,1375.42,-1.0,0,8,7,3,3.2,1.8,0.8,0.8
2022-03-26,2,1,0,0,5.0,1755.52,1.0,14.0,1642.83,1.0,0,10,5,0,4.4,2.2,1.0,0.8
2022-03-26,1,1,0,1,57.0,1411.77,-1.0,60.0,1382.81,-2.0,0,7,8,1,1.2,1.4,0.2,0.4
2022-03-26,2,0,0,0,11.0,1648.33,-1.0,77.0,1306.7,-1.0,0,7,5,2,4.6,1.8,0.6,0.4
2022-03-26,0,0,0,0,203.0,853.6,0.0,124.0,1136.99,1.0,1,0,0,0,0.2,1.0,0.0,0.4
2022-03-26,2,1,0,1,118.0,1149.51,1.0,114.0,1158.39,1.0,0,14,0,2,0.6,2.0,0.2,0.4
2022-03-26,2,1,0,0,116.0,1152.52,13.0,117.0,1151.0,-1.0,0,0,0,0,0.2,0.6,0.2,0.4
2022-03-26,4,2,0,0,10.0,1653.73,0.0,9.0,1654.54,0.0,0,10,5,-1,3.4,2.6,0.4,1.0
2022-03-26,2,1,0,0,52.0,1437.91,4.0,71.0,1345.47,0.0,0,0,0,0,2.2,1.6,0.6,0.2
2022-03-26,2,2,0,0,49.0,1444.29,2.0,1.0,1828.45,0.0,1,12,0,-3,2.2,1.6,0.6,1.0
2022-03-26,2,1,0,0,161.0,1000.78,1.0,154.0,1034.53,0.0,0,5,10,0,0.4,1.0,0.0,0.4
2022-03-26,2,1,0,0,7.0,1704.75,0.0,65.0,1374.98,-1.0,0,3,9,3,1.4,1.4,0.6,0.6
2022-03-27,1,2,2,0,70.0,1346.04,0.0,42.0,1464.06,-7.0,1,8,7,-1,0.6,1.0,0.2,0.8
2022-03-27,4,0,2,0,33.0,1497.82,-7.0,62.0,1378.62,5.0,0,14,1,0,1.6,0.8,0.8,0.2
2022-03-27,0,1,2,0,78.0,1303.96,2.0,12.0,1647.9,-2.0,1,15,0,-3,0.4,1.0,0.0,0.8
2022-03-27,5,1,2,0,13.0,1643.34,2.0,63.0,1375.56,0.0,0,15,0,-1,1.0,1.0,0.6,0.6
2022-03-27,1,0,2,1,111.0,1161.66,1.0,159.0,1014.27,0.0,0,13,2,3,3.0,1.2,0.6,0.4
2022-03-27,3,2,2,1,142.0,1072.78,1.0,165.0,990.55,0.0,0,14,1,1,4.4,2.4,0.6,0.4
2022-03-27,0,5,0,1,163.0,995.94,1.0,175.0,958.87,-1.0,1,13,2,-3,0.6,1.0,0.0,0.0
2022-03-27,0,3,0,0,170.0,967.42,0.0,179.0,948.96,0.0,1,9,0,-4,1.2,0.8,0.6,0.4
2022-03-27,2,1,0,1,83.0,1282.53,0.0,88.0,1264.64,0.0,0,11,3,0,1.4,2.0,0.8,0.4
2022-03-27,2,1,0,1,123.0,1138.4,1.0,87.0,1268.05,0.0,0,15,0,1,1.2,1.6,0.6,0.4
2022-03-27,3,2,0,0,187.0,904.6,0.0,188.0,903.9,0.0,0,11,4,1,1.0,0.8,0.6,0.2
2022-03-27,0,1,0,1,145.0,1058.28,1.0,107.0,1173.81,-1.0,1,12,3,-1,0.8,0.4,0.2,0.6
2022-03-27,1,0,0,0,112.0,1160.14,-3.0,140.0,1077.57,1.0,0,0,0,0,1.4,0.8,0.4,0.4
2022-03-27,1,0,0,1,168.0,977.81,1.0,192.0,896.62,0.0,0,12,2,2,1.2,0.8,0.2,0.2
2022-03-27,3,1,0,1,146.0,1057.62,1.0,196.0,870.63,-1.0,0,9,3,0,0.6,0.8,0.2,0.4
2022-03-27,2,1,0,1,147.0,1054.14,1.0,194.0,873.71,0.0,0,0,5,3,1.6,0.6,0.2,0.2
2022-03-27,3,3,0,0,176.0,955.18,4.0,189.0,903.31,0.0,0,7,5,3,0.8,0.2,0.4,0.0
2022-03-28,1,0,0,0,155.0,1030.28,0.0,169.0,974.03,1.0,0,0,0,0,1.0,0.4,0.4,0.2
2022-03-28,2,0,0,1,73.0,1336.88,0.0,210.0,780.33,0.0,0,0,0,0,1.6,0.2,0.6,0.0
2022-03-28,1,0,0,0,72.0,1342.89,0.0,55.0,1421.99,0.0,0,5,0,-1,1.2,0.8,0.4,0.6
2022-03-28,1,2,0,1,164.0,995.62,1.0,162.0,996.27,1.0,1,4,11,0,5.0,1.6,0.2,0.6
2022-03-29,1,2,2,0,43.0,1460.93,14.0,38.0,1480.82,-12.0,1,14,1,1,1.0,1.4,1.0,0.8
2022-03-29,4,1,2,0,24.0,1547.42,-4.0,66.0,1369.53,2.0,0,14,1,0,1.6,1.2,1.0,0.6
2022-03-29,1,1,2,0,32.0,1509.91,-4.0,61.0,1381.45,9.0,0,12,3,0,1.2,0.6,0.8,0.8
2022-03-29,1,0,2,0,18.0,1587.78,-2.0,34.0,1497.05,-11.0,0,12,3,-1,1.6,0.6,0.8,1.0
2022-03-29,0,0,2,0,36.0,1489.92,6.0,48.0,1446.49,-5.0,0,7,8,1,1.2,0.8,0.8,0.8
2022-03-29,2,0,2,0,21.0,1572.89,0.0,95.0,1228.97,0.0,0,12,3,1,1.4,0.4,0.8,0.0
2022-03-29,1,1,2,1,91.0,1251.22,5.0,74.0,1325.44,-1.0,1,1,14,0,1.2,1.2,0.2,0.6
2022-03-29,1,0,2,0,69.0,1353.1,0.0,29.0,1522.85,-4.0,0,7,8,-1,0.4,2.8,0.4,1.0
2022-03-29,1,1,2,0,23.0,1549.82,-3.0,98.0,1218.55,0.0,0,4,10,1,1.6,0.6,1.0,0.2
2022-03-29,2,0,2,0,79.0,1301.0,0.0,75.0,1313.81,1.0,0,15,0,0,1.4,0.8,0.2,0.2
2022-03-29,1,0,2,0,53.0,1433.95,2.0,37.0,1486.86,2.0,0,12,3,0,0.6,1.4,0.6,0.8
2022-03-29,1,1,2,0,44.0,1458.63,-2.0,4.0,1766.99,-1.0,1,3,12,-3,1.2,1.4,0.4,0.8
2022-03-29,2,0,2,0,22.0,1563.45,0.0,50.0,1440.53,7.0,0,8,7,0,1.2,0.6,0.8,0.2
2022-03-29,0,4,2,0,76.0,1308.12,-1.0,2.0,1823.42,0.0,1,7,8,-5,2.2,2.0,0.2,1.0
2022-03-29,0,1,2,0,58.0,1411.45,-1.0,19.0,1585.89,3.0,1,6,9,0,1.2,1.0,0.2,0.4
2022-03-29,0,2,2,0,26.0,1543.16,2.0,16.0,1614.05,-1.0,1,12,3,0,1.4,1.2,0.4,0.6
2022-03-29,2,0,2,0,28.0,1530.62,1.0,17.0,1588.26,-1.0,0,12,3,-1,2.4,1.2,0.6,0.6
2022-03-29,2,0,2,0,8.0,1660.25,0.0,67.0,1367.23,0.0,0,4,5,0,2.4,2.6,0.8,0.8
2022-03-29,0,0,0,0,65.0,1374.98,-1.0,86.0,1269.24,1.0,0,13,2,0,0.6,1.2,0.4,0.6
2022-03-29,0,0,0,1,127.0,1131.72,1.0,99.0,1210.07,-15.0,1,4,5,3,1.8,0.6,0.6,0.2
2022-03-29,2,2,0,0,30.0,1511.56,-1.0,40.0,1471.82,2.0,0,4,11,-1,2.2,1.8,0.6,0.2
2022-03-29,0,1,0,1,121.0,1139.02,1.0,135.0,1100.03,1.0,1,12,2,2,0.8,1.0,0.2,0.6
2022-03-29,0,1,0,0,89.0,1263.61,-2.0,94.0,1233.43,0.0,1,0,0,0,1.4,1.0,0.8,0.4
2022-03-29,0,0,0,0,186.0,907.83,0.0,184.0,916.68,0.0,1,4,5,0,1.0,0.2,0.4,0.0
2022-03-29,3,0,0,0,1.0,1828.45,0.0,56.0,1418.58,-4.0,0,0,0,0,1.8,1.2,1.0,0.4
2022-03-29,1,0,0,0,59.0,1391.19,-2.0,93.0,1236.45,0.0,0,2,13,3,0.4,0.8,0.4,0.0
2022-03-29,1,2,0,1,97.0,1221.4,0.0,107.0,1173.81,-1.0,1,4,8,0,0.8,0.6,0.2,0.6
2022-03-29,2,1,0,1,15.0,1620.74,0.0,71.0,1345.47,0.0,0,10,5,3,2.8,1.0,0.8,0.2
2022-03-29,3,0,0,0,9.0,1654.54,0.0,25.0,1547.38,2.0,0,4,5,2,2.0,2.2,0.8,0.8
2022-03-29,3,0,0,0,5.0,1755.52,1.0,51.0,1439.62,-5.0,0,0,0,0,4.6,1.4,1.0,0.6
2022-03-29,1,0,0,1,124.0,1136.99,1.0,191.0,899.52,0.0,0,12,3,4,0.6,0.0,0.4,0.2
2022-03-29,0,2,0,1,57.0,1411.77,-1.0,46.0,1455.36,4.0,1,7,5,-1,1.4,2.0,0.2,0.6
2022-03-29,5,0,0,1,3.0,1786.15,0.0,68.0,1358.24,0.0,0,11,3,-1,3.4,1.0,0.8,0.4
2022-03-29,2,2,0,0,77.0,1306.7,-1.0,47.0,1453.18,3.0,1,3,12,-1,1.8,0.8,0.4,0.4
2022-03-29,1,2,0,1,145.0,1058.28,1.0,141.0,1075.82,1.0,1,0,0,0,0.6,2.0,0.2,0.4
2022-03-29,2,0,0,0,174.0,958.95,-1.0,143.0,1065.56,1.0,0,0,0,0,0.8,0.8,0.6,0.2
2022-03-29,2,0,0,0,116.0,1152.52,13.0,118.0,1149.51,1.0,0,9,3,0,0.6,1.0,0.4,0.4
2022-03-29,1,1,0,0,10.0,1653.73,0.0,11.0,1648.33,-1.0,0,7,8,2,3.0,4.2,0.6,0.8
2022-03-29,0,1,0,0,54.0,1424.97,0.0,41.0,1465.62,2.0,1,0,14,0,1.0,1.4,0.6,0.4
2022-03-29,9,0,0,0,45.0,1455.43,4.0,92.0,1242.24,0.0,0,5,4,3,1.0,0.6,0.8,0.6
2022-03-29,0,0,0,0,52.0,1437.91,4.0,64.0,1375.42,-1.0,0,9,0,1,2.2,2.0,0.6,0.6
2022-03-29,1,0,0,0,49.0,1444.29,2.0,137.0,1091.77,1.0,0,4,10,1,2.4,1.2,0.6,0.4
2022-03-29,2,0,0,0,161.0,1000.78,1.0,129.0,1129.91,1.0,0,15,0,-1,0.6,0.8,0.2,0.0
2022-03-29,5,0,0,0,7.0,1704.75,0.0,60.0,1382.81,-2.0,0,4,8,0,1.4,0.8,0.6,0.4
2022-03-29,1,1,0,0,14.0,1642.83,1.0,109.0,1163.05,-2.0,0,0,0,0,2.4,1.4,0.8,0.6
2022-03-29,1,1,0,0,132.0,1118.76,1.0,133.0,1118.31,8.0,0,4,11,1,1.0,0.2,0.6,0.0
2022-03-29,1,1,0,1,126.0,1133.24,2.0,83.0,1282.53,0.0,1,10,5,1,1.6,1.6,0.6,0.8
2022-03-29,1,1,0,0,101.0,1205.99,1.0,175.0,958.87,-1.0,0,15,0,3,2.0,1.2,0.4,0.2
2022-03-29,2,3,0,0,39.0,1472.72,2.0,6.0,1740.77,0.0,1,8,7,-3,2.4,0.8,0.6,1.0
2022-03-29,1,1,0,0,20.0,1578.01,1.0,31.0,1510.42,-1.0,0,6,9,0,2.2,2.6,0.8,0.4
2022-03-29,1,0,0,1,115.0,1152.56,-1.0,96.0,1228.69,0.0,0,7,8,0,1.6,2.0,0.2,0.6
2022-03-29,4,2,0,0,85.0,1277.02,1.0,84.0,1279.18,2.0,0,0,0,0,2.2,1.2,0.6,0.4
2022-03-29,2,0,2,0,105.0,1178.65,0.0,106.0,1176.5,-1.0,0,10,5,0,0.6,0.6,0.4,0.2
2022-03-29,0,1,2,0,120.0,1140.71,1.0,181.0,926.85,0.0,1,2,13,1,0.6,0.8,0.2,0.0
2022-03-29,2,2,0,1,125.0,1135.18,-25.0,180.0,935.0,0.0,0,0,5,1,0.8,0.0,0.4,0.0
2022-03-30,2,0,2,0,12.0,1647.9,-2.0,70.0,1346.04,0.0,0,10,5,2,0.8,0.8,1.0,0.2
2022-03-30,2,0,2,0,42.0,1464.06,-7.0,13.0,1643.34,2.0,0,10,5,-1,1.0,1.8,0.8,0.6
2022-03-30,1,0,2,0,63.0,1375.56,0.0,33.0,1497.82,-7.0,0,15,0,-3,1.0,2.0,0.4,0.8
2022-03-30,2,1,2,0,62.0,1378.62,5.0,78.0,1303.96,2.0,0,11,4,2,0.8,0.2,0.2,0.0
2022-03-30,0,5,2,1,142.0,1072.78,1.0,111.0,1161.66,1.0,1,10,5,0,5.0,2.8,0.6,0.8
2022-04-24,0,4,0,1,74.0,1331.65,4.0,118.0,1147.85,-5.0,1,9,6,-2,0.8,1.6,0.0,0.8
